subject,ref,page,book bibliographic info,number,C
Aelian,4.1958,275,147,8713,5803576
Aelian,4.2048,275,147,8713,5803577
Aelian,4.2092,275,147,8713,5803578
Aelian,4.2047,275,147,8713,5803579
Aelian,4.2093,275,147,8713,5803580
Aelian,4.2046,275,147,8713,5803581
Aelian,4.2094,275,147,8713,5803582
Aelian,4.2045,275,147,8713,5803583
Aelian,s.15. bacis,180,147,57626,5803584
Aelian,4.2044,275,147,8713,5803585
Aelian,4.2095,275,147,8713,5803586
Aelian,4.1959,275,147,8713,5803587
Aelian,4.2043,275,147,8713,5803588
Aelian,4.2096,275,147,8713,5803589
Aelian,4.2042,275,147,8713,5803590
Aelian,4.2041,275,147,8713,5803591
Aelian,4.2090,275,147,8713,5803592
Aelian,306,275,147,9311,5803593
Aelian,4.2051,275,147,8713,5803594
Aelian,4.2089,275,147,8713,5803595
Aelian,4.2085,275,147,8713,5803596
Aelian,4.1931,275,147,8713,5803597
Aelian,4.2059,275,147,8713,5803598
Aelian,4.1954,275,147,8713,5803599
Aelian,4.2058,275,147,8713,5803600
Aelian,4.1955,275,147,8713,5803601
Aelian,4.2057,275,147,8713,5803602
Aelian,4.2086,275,147,8713,5803603
Aelian,4.1956,275,147,8713,5803604
Aelian,4.2040,275,147,8713,5803605
Aelian,4.2056,275,147,8713,5803606
Aelian,4.2055,275,147,8713,5803607
Aelian,4.2087,275,147,8713,5803608
Aelian,4.1929,275,147,8713,5803609
Aelian,4.2054,275,147,8713,5803610
Aelian,4.2088,275,147,8713,5803611
Aelian,4.1957,275,147,8713,5803612
Aelian,4.2053,275,147,8713,5803613
Aelian,4.1928,275,147,8713,5803614
Aelian,4.2052,275,147,8713,5803615
Aelian,4.1930,275,147,8713,5803616
Aelian,4.2049,275,147,8713,5803617
Aelian,4.2033,275,147,8713,5803618
Aelian,4.1968,275,147,8713,5803619
Aelian,4.2010,275,147,8713,5803620
Aelian,4.2115,275,147,8713,5803621
Aelian,4.1969,275,147,8713,5803622
Aelian,4.2120,275,147,8713,5803623
Aelian,4.2011,275,147,8713,5803624
Aelian,4.1998,275,147,8713,5803625
Aelian,962,180,147,57622,5803626
Aelian,4.2114,275,147,8713,5803627
Aelian,4.2012,275,147,8713,5803628
Aelian,4.1978,275,147,8713,5803629
Aelian,4.1973,275,147,8713,5803630
Aelian,123,180,147,57623,5803631
Aelian,4.2134,275,147,8713,5803632
Aelian,1071,180,147,57624,5803633
Aelian,4.1979,275,147,8713,5803634
Aelian,4.2013,275,147,8713,5803635
Aelian,4.1997,275,147,8713,5803636
Aelian,4.1980,275,147,8713,5803637
Aelian,4.1996,275,147,8713,5803638
Aelian,4.1981,275,147,8713,5803639
Aelian,4.2123,275,147,8713,5803640
Aelian,4.2113,275,147,8713,5803641
Aelian,4.1995,275,147,8713,5803642
Aelian,4.1967,275,147,8713,5803643
Aelian,4.2133,275,147,8713,5803644
Aelian,4.2014,275,147,8713,5803645
Aelian,4.2132,275,147,8713,5803646
Aelian,4.1994,275,147,8713,5803647
Aelian,4.1982,275,147,8713,5803648
Aelian,4.2135,275,147,8713,5803649
Aelian,4.1993,275,147,8713,5803650
Aelian,4.1977,275,147,8713,5803651
Aelian,4.1999,275,147,8713,5803652
Aelian,4.2109,275,147,8713,5803653
Aelian,4.2004,275,147,8713,5803654
Aelian,4.2143,275,147,8713,5803655
Aelian,4.2118,275,147,8713,5803656
Aelian,4.2005,275,147,8713,5803657
Aelian,4.2003,275,147,8713,5803658
Aelian,4.2142,275,147,8713,5803659
Aelian,4.2141,275,147,8713,5803660
Aelian,4.1974,275,147,8713,5803661
Aelian,4.2002,275,147,8713,5803662
Aelian,4.2117,275,147,8713,5803663
Aelian,4.2140,275,147,8713,5803664
Aelian,4.2006,275,147,8713,5803665
Aelian,4.1972,275,147,8713,5803666
Aelian,4.2139,275,147,8713,5803667
Aelian,4.1975,275,147,8713,5803668
Aelian,4.2001,275,147,8713,5803669
Aelian,4.2119,275,147,8713,5803670
Aelian,4.2007,275,147,8713,5803671
Aelian,4.2138,275,147,8713,5803672
Aelian,4.2000,275,147,8713,5803673
Aelian,4.1971,275,147,8713,5803674
Aelian,1119,180,147,1207,5803675
Aelian,4.1976,275,147,8713,5803676
Aelian,4.2137,275,147,8713,5803677
Aelian,4.2008,275,147,8713,5803678
Aelian,4.2136,275,147,8713,5803679
Aelian,4.2116,275,147,8713,5803680
Aelian,4.1970,275,147,8713,5803681
Aelian,4.2009,275,147,8713,5803682
Aelian,4.2131,275,147,8713,5803683
Aelian,4.2144,275,147,8713,5803684
Aelian,4.2111,275,147,8713,5803685
Aelian,4.2128,275,147,8713,5803686
Aelian,4.1966,275,147,8713,5803687
Aelian,4.2110,275,147,8713,5803688
Aelian,4.2121,275,147,8713,5803689
Aelian,4.1987,275,147,8713,5803690
Aelian,4.2130,275,147,8713,5803691
Aelian,1.864,180,147,2442,5803692
Aelian,4.2112,275,147,8713,5803693
Aelian,4.2125,275,147,8713,5803694
Aelian,4.1989,275,147,8713,5803695
Aelian,4.2126,275,147,8713,5803696
Aelian,4.2016,275,147,8713,5803697
Aelian,4.1986,275,147,8713,5803698
Aelian,4.2129,275,147,8713,5803699
Aelian,4.2018,275,147,8713,5803700
Aelian,4.2122,275,147,8713,5803701
Aelian,4.1991,275,147,8713,5803702
Aelian,4.2019,275,147,8713,5803703
Aelian,4.2015,275,147,8713,5803704
Aelian,4.1992,275,147,8713,5803705
Aelian,4.1983,275,147,8713,5803706
Aelian,4.1990,275,147,8713,5803707
Aelian,4.2127,275,147,8713,5803708
Aelian,4.1984,275,147,8713,5803709
Aelian,4.2124,275,147,8713,5803710
Aelian,4.1988,275,147,8713,5803711
Aelian,4.2017,275,147,8713,5803712
Aelian,4.1985,275,147,8713,5803713
Aeneas,4.1978,255,147,8713,5803714
Aeneas,4.2135,255,147,8713,5803715
Aeneas,4.2064,255,147,8713,5803716
Aeneas,4.2012,255,147,8713,5803717
Aeneas,4.1977,255,147,8713,5803718
Aeneas,4.1981,255,147,8713,5803719
Aeneas,4.1976,255,147,8713,5803720
Aeneas,4.2071,255,147,8713,5803721
Aeneas,4.2014,255,147,8713,5803722
Aeneas,4.2069,255,147,8713,5803723
Aeneas,4.2136,255,147,8713,5803724
Aeneas,4.2015,255,147,8713,5803725
Aeneas,4.2065,255,147,8713,5803726
Aeneas,4.2068,255,147,8713,5803727
Aeneas,4.1980,255,147,8713,5803728
Aeneas,4.2134,255,147,8713,5803729
Aeneas,4.2137,255,147,8713,5803730
Aeneas,4.1979,255,147,8713,5803731
Aeneas,4.2000,255,147,8713,5803732
Aeneas,4.2067,255,147,8713,5803733
Aeneas,4.2066,255,147,8713,5803734
Aeneas,4.2070,255,147,8713,5803735
Aeneas,4.2013,255,147,8713,5803736
Aeneas,4.2010,255,147,8713,5803737
Aeneas,4.1975,255,147,8713,5803738
Aeneas,4.1963,255,147,8713,5803739
Aeneas,4.2127,255,147,8713,5803740
Aeneas,4.2005,255,147,8713,5803741
Aeneas,4.2003,255,147,8713,5803742
Aeneas,4.2006,255,147,8713,5803743
Aeneas,4.2128,255,147,8713,5803744
Aeneas,4.1965,255,147,8713,5803745
Aeneas,4.2075,255,147,8713,5803746
Aeneas,4.1966,255,147,8713,5803747
Aeneas,4.2007,255,147,8713,5803748
Aeneas,4.1967,255,147,8713,5803749
Aeneas,4.2008,255,147,8713,5803750
Aeneas,4.2129,255,147,8713,5803751
Aeneas,4.1968,255,147,8713,5803752
Aeneas,4.2074,255,147,8713,5803753
Aeneas,4.1969,255,147,8713,5803754
Aeneas,4.2073,255,147,8713,5803755
Aeneas,4.2133,255,147,8713,5803756
Aeneas,4.1974,255,147,8713,5803757
Aeneas,4.2001,255,147,8713,5803758
Aeneas,4.1973,255,147,8713,5803759
Aeneas,4.2063,255,147,8713,5803760
Aeneas,4.2072,255,147,8713,5803761
Aeneas,4.2011,255,147,8713,5803762
Aeneas,4.1972,255,147,8713,5803763
Aeneas,4.2131,255,147,8713,5803764
Aeneas,4.2009,255,147,8713,5803765
Aeneas,4.1971,255,147,8713,5803766
Aeneas,4.1970,255,147,8713,5803767
Aeneas,4.2130,255,147,8713,5803768
Aeneas,4.2002,255,147,8713,5803769
Aeneas,4.2132,255,147,8713,5803770
Aeneas,4.2016,255,147,8713,5803771
Aeneas,4.2030,255,147,8713,5803772
Aeneas,4.2138,255,147,8713,5803773
Aeneas,4.2040,255,147,8713,5803774
Aeneas,4.2026,255,147,8713,5803775
Aeneas,4.2025,255,147,8713,5803776
Aeneas,4.2041,255,147,8713,5803777
Aeneas,4.1989,255,147,8713,5803778
Aeneas,4.2042,255,147,8713,5803779
Aeneas,4.1995,255,147,8713,5803780
Aeneas,4.2043,255,147,8713,5803781
Aeneas,4.2044,255,147,8713,5803782
Aeneas,4.2045,255,147,8713,5803783
Aeneas,4.1988,255,147,8713,5803784
Aeneas,4.2046,255,147,8713,5803785
Aeneas,4.1996,255,147,8713,5803786
Aeneas,4.2144,255,147,8713,5803787
Aeneas,4.2024,255,147,8713,5803788
Aeneas,4.2047,255,147,8713,5803789
Aeneas,4.1990,255,147,8713,5803790
Aeneas,4.2038,255,147,8713,5803791
Aeneas,4.2031,255,147,8713,5803792
Aeneas,4.1993,255,147,8713,5803793
Aeneas,4.2032,255,147,8713,5803794
Aeneas,4.2033,255,147,8713,5803795
Aeneas,4.1994,255,147,8713,5803796
Aeneas,4.2034,255,147,8713,5803797
Aeneas,4.2039,255,147,8713,5803798
Aeneas,4.2029,255,147,8713,5803799
Aeneas,4.2035,255,147,8713,5803800
Aeneas,4.2036,255,147,8713,5803801
Aeneas,4.2037,255,147,8713,5803802
Aeneas,4.2028,255,147,8713,5803803
Aeneas,4.1991,255,147,8713,5803804
Aeneas,4.2027,255,147,8713,5803805
Aeneas,4.1992,255,147,8713,5803806
Aeneas,4.1999,255,147,8713,5803807
Aeneas,4.1987,255,147,8713,5803808
Aeneas,4.2023,255,147,8713,5803809
Aeneas,4.2056,255,147,8713,5803810
Aeneas,4.1998,255,147,8713,5803811
Aeneas,4.2018,255,147,8713,5803812
Aeneas,4.2057,255,147,8713,5803813
Aeneas,4.1983,255,147,8713,5803814
Aeneas,4.2058,255,147,8713,5803815
Aeneas,4.1984,255,147,8713,5803816
Aeneas,4.2017,255,147,8713,5803817
Aeneas,4.2059,255,147,8713,5803818
Aeneas,4.1982,255,147,8713,5803819
Aeneas,4.2060,255,147,8713,5803820
Aeneas,4.2061,255,147,8713,5803821
Aeneas,4.2139,255,147,8713,5803822
Aeneas,4.2062,255,147,8713,5803823
Aeneas,4.2140,255,147,8713,5803824
Aeneas,4.2048,255,147,8713,5803825
Aeneas,4.2141,255,147,8713,5803826
Aeneas,4.2055,255,147,8713,5803827
Aeneas,4.2022,255,147,8713,5803828
Aeneas,4.2049,255,147,8713,5803829
Aeneas,4.1997,255,147,8713,5803830
Aeneas,4.2021,255,147,8713,5803831
Aeneas,4.1986,255,147,8713,5803832
Aeneas,4.2050,255,147,8713,5803833
Aeneas,4.2019,255,147,8713,5803834
Aeneas,4.2051,255,147,8713,5803835
Aeneas,4.2052,255,147,8713,5803836
Aeneas,4.2142,255,147,8713,5803837
Aeneas,4.2053,255,147,8713,5803838
Aeneas,4.1985,255,147,8713,5803839
Aeneas,4.2020,255,147,8713,5803840
Aeneas,4.2054,255,147,8713,5803841
Aeneas,4.2143,255,147,8713,5803842
Aeneas,4.1932,255,147,8713,5803843
Aeneas,4.1964,255,147,8713,5803844
Aeneas,4.2109,255,147,8713,5803845
Aeneas,4.2090,255,147,8713,5803846
Aeneas,4.2107,255,147,8713,5803847
Aeneas,4.1945,255,147,8713,5803848
Aeneas,4.2089,255,147,8713,5803849
Aeneas,4.2088,255,147,8713,5803850
Aeneas,4.2087,255,147,8713,5803851
Aeneas,5.307,27,146,6677,5803852
Aeneas,5.31,27,146,6677,5803853
Aeneas,311,27,146,1162,5803854
Aeneas,11.356aa,27,146,57813,5803855
Aeneas,4.2108,255,147,8713,5803856
Aeneas,4.1962,255,147,8713,5803857
Aeneas,4.2110,255,147,8713,5803858
Aeneas,4.2086,255,147,8713,5803859
Aeneas,1.46.2,255,147,6465,5803860
Aeneas,4.2111,255,147,8713,5803861
